,SPY,XLB,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLY
2015-02-09,0.9744363377805991,1.1184012896586626,1.313045897363428,1.0078994139915345,1.0555637039210293,0.9819784731030493,0.648104301947118,0.5605080221041305,1.0048041822951326,0.9441644832248268
2015-02-10,0.9744111142555217,1.116069271302431,1.3110177753978682,1.0082109061443412,1.0490779415971057,0.9838407632858783,0.6516138480675432,0.5791805866793887,1.0050147162543268,0.9452033153809011
2015-02-11,0.9745746379731106,1.1267574810608183,1.3205097839273916,1.001320387706295,1.0451576226460775,0.9906160077551444,0.6486504986635994,0.5808822350897732,0.9973386597704224,0.9433030124820816
2015-02-12,0.9747655384074962,1.134427361200449,1.3240222138081321,1.0006852148662895,1.0435716340280718,0.9960109790838877,0.6459307063882808,0.5682468569951898,0.989197165437689,0.944361988239854
2015-02-13,0.9736178892768957,1.1359154678504852,1.3508959041809487,0.994093174074648,1.024668172561731,0.9969702874567993,0.6487536016704185,0.5734845327705697,0.9878754259782813,0.9435171295489864
2015-02-17,0.9718173801707882,1.1491860701453078,1.3755097407989632,0.9899630899267404,1.024231148739763,0.9928472787282397,0.6421137736430702,0.546204312043281,0.9707552906499902,0.9452073791449237
2015-02-18,0.9733850116847811,1.153519614368201,1.378952941359957,0.9954870410307686,1.0217221601487845,1.000714681583017,0.6460780637710467,0.5276660550521964,0.9588848917265422,0.9336720264281968
2015-02-19,0.9758753498235726,1.1483868280365883,1.3750111087997874,1.0007474849316587,1.015717596755398,0.976244019833385,0.6754223789956066,0.5536802354245427,0.9803124924284502,0.9413852729646149
2015-02-20,0.9779897552089324,1.1130528811088176,1.2969826754728837,1.0214168943392972,1.0146930613158636,1.0042358420074105,0.6812375238064579,0.5869232536675996,0.9800090745689508,0.9270513737918447
2015-02-23,0.9778152048689941,1.1128256066466014,1.2954523710505021,1.0214742546529012,1.0159372440219077,1.0041997884289047,0.6805549950176357,0.5854917489401779,0.9789556378523034,0.927513218990143
